,Questions,answer_A,answer_B,answer_C,answer_D,Correct_answer
89,"Human beings have 23 pairs of  chromosomes. Which animal has the most chromosomes?
",minke whale,millipedes,elephants,hermit crabs,hermit crabs
90,"What type of animal is a lamprey?
",worm,fish,insect,amphibian,fish
91,"What is the name of the first book by Darwin that directly dealt with evolution?
",Essay on the Principles of Population,Totem and Taboo,On the Origins of the Species,The Descent of Man and the Selection in Relation to Sex,On the Origins of the Species
92,"Which of these animals has the largest paws?
",An average mountain lion,An average nematode,An average lynx,An average lichen,An average lynx
93,"Sharks can only be found in salt water.
",False,True,,,False
94,"The smallest species of shark in the world is the Dwarf Lanternfish.
",False,True,,,True
95,"Sharks must eat continually in order to survive.
",True,False,,,False
96,"Sharks can have up to nine gills on each side of their body.
",False,True,,,False
97,"Rays and Skates are types of sharks.
",True,False,,,True
98,"Sharks have poor vision.
",True,False,,,False
99,"More shark attacks occur during the day than at night.
",False,True,,,True
100,"If attacked by a shark it is recommended that you punch the shark in the nose.
",False,True,,,False
101,"Sharks are immune to cancer.
",True,False,,,False
102,"The dogfish is actually a common species of small shark.
",False,True,,,True
103,"Despite the myth that Chihuahuas were descendants of the royal dog of the Aztecs, it is also believed that Spanish trade merchants brought Chihuahuas to which of these countries?
",Venezuela,United States,Brazil,Mexico,Mexico
104,"What maximum height at the withers can Chihuahuas reach?
",24 inches (60 cm),15 inches (38 cm),12 inches (30 cm),9 inches (22 cm),15 inches (38 cm)
105,"Chihuahuas come in three colors: brindle, black, and camel.
",True,False,,,False
106,"Chihuahuas are the only dogs to be born with what?
",An extra leg tendon,Hairless inner ears,An incomplete skull,Two extra canine teeth,An incomplete skull
107,"What is the average lifespan of Chihuahuas?
",8 - 12 years,8- 18 years,8 - 26 years,8 - 15 years,8- 18 years
108,"The Chihuahua Gidget is famous for what reason?
",Paris Hilton has it as a pet.,It was a fill-in mascot for the Georgia Bulldogs.,It was a mascot for Taco Bell.,It was a mascot for Taco John.,It was a mascot for Taco Bell.
109,"The Chihuahua is the smallest dog breed in the world.
",False,True,,,True
110,"Chihuahuas are prone to hypoglycemia (low blood sugar).
",True,False,,,True
111,"What does the word 鈥渉ippopotamus鈥 mean?
",Water pig,Fat horse,River horse,River pig,River horse
112,"For their size hippos are pretty fast runners and are much faster than humans.
",True,False,,,True
113,"How long in years is the life span of an average wild hippopotamus?
",10-20,40-50,30-40,20-30,40-50
114,"Hippos secrete a red substance known as blood sweat that protects them from the sun.
",False,True,,,True
115,"Hippos are related to cetaceans (whales and porpoises).
",True,False,,,True
116,"The Spectacled bear makes its habitat around the Andes tropical basin.
",True,False,,,True
117,"This is the basic food of the sea. Billions upon billions of these organisms live in the sea.
",Seaweed,Plankton,Crabs,Shrimp,Plankton
118,"This is the result of the gravitational pull from the moon and sun.
",Migration of certain species of whales,Tides,Shoreline,Waves,Tides
119,"These creatures look like flowers as they grow attached to rocks. Their tentacles open like fleshy petals and contract whenever danger is near.
",Kelp,Jellyfish,Sponges,Sea Anemones,Sea Anemones
120,"This sea animal, widely considered the most valuable shellfish, is common in shallow, warmer waters of all oceans.
",Oyster,Shrimp,Scallop,Lobster,Oyster
121,"This crab is not really a crab, but an arthropod. Its closest relative is the spider.
",Fiddler Crab,Horseshoe crab,Spider Crab,Rock Crab,Horseshoe crab
122,"These worms are not in fact worms, but bivalves. They enter wood as larvae, where they remain and grow, burrowing through the wood.
",Sea Mice,Ribbon Worms,Lugworms,Shipworms,Shipworms
123,"Squid and octopus are mollusks.
",False,True,,,True
124,"The Pacific lobster has large pincers and a spiny shell.
",True,False,,,False
125,"Also called Sea Biscuit, this animal lives in deeper water half-buried in the sand.
",Sand Dollar,Star Fish,Scallop,Mussel,Sand Dollar
126,"The red kangaroo appears on the Coat of Arms of Australia together with what other endemic Australian animal?
",Emu,Platypus,Dingo,Koala,Emu
127,"Which of these mammals was brought to Australia by humans?
",The echidna,The dingo,The koala,The Tasmanian tiger,The dingo
128,"Which of the following statements about echidnas, mammals native to Australia, is wrong?
",Echidnas are covered with spines.,Echidnas have snouts.,Echidnas lay eggs.,Echidnas are marsupials.,Echidnas are marsupials.
129,"The diet of the koala consists mainly of what plant species?
",Eucalyptus,Bamboo,Willow,Cork Oak,Eucalyptus
130,"Which one of these Australian reptiles is the largest living crocodile in the world?
",The thorny devil,The weedy sea dragon,The blue-tongued skink,The saltwater crocodile,The saltwater crocodile
131,"This Australian monotreme lays eggs and has a remarkable sense of electroception.
",Platypus,Red kangaroo,Dingo,Emu,Platypus
132,"Which Australian animal is the largest living carnivorous marsupial on Earth?
",The Tasmanian tiger,The Tasmanian devil,The platypus,The red kangaroo,The Tasmanian devil
133,"Qantas, Australias largest airline company, has what Australian animal on its red-and-white logo?
",Koala,Kangaroo,Emu,Tasmanian devil,Kangaroo
134,"What is the difference between the male and the female Galah, a cockatoo bird native to Australia?
",There is no difference between them.,Males and females have different eye colour.,Galah males are crested.,Galah females have shorter tails.,Males and females have different eye colour.
135,"What is the average weight of the Tasmanian Pygmy Possum?
",About 250g,About 50g,About 100g,About 7g,About 7g
136,"Which lizard can squirt blood from the corners of its eyes in order to confuse and drive back its enemies?
",Anole,Gila monster,Horned lizard,Komodo dragon,Horned lizard
137,"The venomous lizard Gila monster was named after what?
",The Gila River basin,The Gila Expedition 1857,Alberto Gilardino,Gilligans Island,The Gila River basin
138,"The Komodo dragon, the largest living lizard on Earth, lives in which part of the world?
",North America,Indonesia,South-western China,Madagascar,Indonesia
139,"Which term refers to the self-defense mechanism which allows lizards to break off their tails when captured?
",Apotemnophilia,Autonomy,Autotomy,Autism,Autotomy
140,"Which of these statements about geckos is true?
",Geckos have toe pads which help them climb smooth vertical surfaces.,All of these,Geckos can make chirping sounds.,Geckos feed on insects.,All of these
141,"Chameleons are lizards that can change their colour. What does Chameleon mean in Greek?
",Green melon,Karma lion,Colourful,Earth lion,Earth lion
142,"Geckos have immovable eyelids and cant blink. How do they keep their eyes clean?
",A tiny insect lives under their eyelids and cleans their eyes.,They lick their own eyes.,They dip their eyes in water.,They cover their eyes with their toes.,They lick their own eyes.
143,"The lizards which do not have legs are commonly known by what name?
",Glass lizards,Monitor lizards,Skinks,Iguanas,Glass lizards
144,"Which of these lizard species is not endangered?
",Eastern Bearded Dragon,Blunt-nosed Leopard Lizard,Mona Ground Iguana,Komodo Dragon,Eastern Bearded Dragon
145,"No lizard species live on which continent?
",South America,Antarctica,Europe,Asia,Antarctica
146,"This shark is considered a filter- feeder. Its diet consists mainly of plankton, krill, and macro-algae.
",whale shark,bull shark,great white shark,pygmy shark,whale shark
147,"This sharks white belly and grey back make it difficult for prey to spot.
",hammerhead shark,tiger shark,great white shark,whale shark,great white shark
148,"Sharks have no bones.
",True,False,,,True
149,"Have sharks been around for about 400 million years?
",No,Yes,,,Yes
150,"Which of these sharks has a flat body like a stingray?
",basking shark,blue shark,blacktip reef shark,angel shark,angel shark
151,"This shark was believed to be extinct, until it was found on the coast of Japan in 1898.
",cookie cutter shark,mako shark,goblin shark,angel shark,goblin shark
152,"Which shark is the fastest swimmer?
",goblin shark,mako shark,nurse shark,sandtiger shark,mako shark
153,"The zebra shark is very small and gentle and can be kept close to other fish.
",False,True,,,True
154,"What is the common name for baby sharks?
",calves,pecks,cubs,pups,pups
155,"Two thirds of a sharks brain is dedicated to its sense of smell.
",False,True,,,True
156,"How many recognized giraffe subspecies exist?
",6,7,9,5,9
157,"Which of these is not a subspecies of giraffe?
",Somali Giraffe,Rothschilds Giraffe,Kordofan Giraffe,East African Giraffe,East African Giraffe
158,"How long is a giraffes gestation period?
",18 - 20 months,10 months,14- 15 months,9 months,14- 15 months
159,"How many pounds of leaves can a giraffe consume daily?
",60 pounds,100 pounds,140 pounds,210 pounds,140 pounds
160,"Giraffes need less sleep than nearly every other animal.
",False,True,,,True
161,"Giraffes were once thought to be a cross between a camel and a leopard.
",True,False,,,True
162,"What group of dogs does the beagle belong to?
",retrievers,setters,hound,terriers,hound
163,"The beagle was developed mainly for tracking what animal?
",squirrels,rabbits,raccoons,coyotes,rabbits
164,"About how many years have beagles been around?
","2,000","5,000","4,000","3,000","2,000"
165,"Which of the following cartoon dogs was a beagle?
",Courage,Scooby Doo,Snoopy,Clifford,Snoopy
166,"The beagle is not a good choice for a childrens pet because it is aggressive.
",False,True,,,False
167,"What is the typical lifespan of the beagle?
",20 years,15 years,7 years,12 years,12 years
168,"Beagles are sometimes used for termite detection in Australia.
",False,True,,,True
169,"Are beagles easy to housebreak?
",No,Yes,,,No
170,"What type of coat do beagles have?
",long,short,medium,depends on the dog,medium
171,"The puggle is a mix between a beagle and what dog?
",papillion,puli,poodle,pug,pug
172,"In what country was the goldfish first domesticated?
",Egypt,China,Japan,India,China
173,"A goldfish can reach a weight of almost 10 lbs (4.5 kg)
",False,True,,,True
174,"How long can a goldfish live in optimal conditions?
",5 years,8 years,10 years,20 years,20 years
175,"The world record for the oldest goldfish is 49 years.
",True,False,,,True
176,"In Europe goldfish were first introduced to what country?
",France,England,Italy,Portugal,Portugal
177,"What color goldfish were most prized by the Chinese royalty several centuries ago?
",Silver,Yellow,Orange,Red,Yellow
178,"Goldfish can die from overeating.
",True,False,,,True
179,"Is it true that goldfish only have a 3-second memory?
",Yes,No,,,No
180,"What color are wild goldfish?
",Silver,Orange,Yellow,Green,Green
181,"Goldfish are good parents. They nurse and protect their young until they grow up enough to defend themselves.
",False,True,,,False
182,"This bird is the fastest animal on the planet in its hunting method, the stoop.
",Bald Eagle,Red-tailed Hawk,Peregrine Falcon,Golden Eagle,Peregrine Falcon
183,"The Barn Owl likes to sleep all day long.
",False,True,,,True
184,"Red-tailed Hawks are hunted in the USA because of their frequent attacks on domestic animals.
",True,False,,,False
185,"These raptors are known for their unusually social behavior. They even hunt in groups while the majority of raptors are solitary hunters.
",Golden Eagle,Turkey Vulture,Spotted Owl,Harris Hawk,Harris Hawk
186,"This animal is the largest of the deer family and can be found in the northern parts of North America.
",Gazelle,Moose,White Tailed Deer,Elk,Moose
187,"Which of these animals cannot be found in North America?
",Flamingo,Walrus,Dingo,Beaver,Dingo
188,"This bear, also known as a Silvertip bear, is native to North America.
",Panda Bear,Polar Bear,Red Panda Bear,Grizzly Bear,Grizzly Bear
189,"The coyote lives in North America and also goes by this name.
",Desert Dog,Prairie Wolf,Prairie Dog,Small Wolf,Prairie Wolf
190,"This North American animal is at the top of the food chain in the arctic region.
",Walrus,Polar Bear,Arctic Fox,Penguin,Polar Bear
191,"This mammal is known for its black fur with a white stripe and for its apparent odor.
",Sloth,Ferret,Skunk,Weasel,Skunk
192,"What type of animal is the cottonmouth?
",Mouse,Snake,Bat,Lizard,Snake
193,"This creature belongs to the rodent family and is covered in sharp spines or quills.
",Nutria,Armadillo,Kiwi,Porcupine,Porcupine
194,"How many species of skunk exist?
",6,8,13,11,11
195,"How many young skunks can be born in one litter?
",1-10,1-5,1-7,1-4,1-7
196,"What do skunks eat in the wild?
",All of these,Insects,Meat,Fruit,All of these
197,"How much of an effective range do skunks odor glands have?
",15 feet,10 feet,8 feet,20 feet,15 feet
198,"Can skunks be trained to make good pets?
",Yes,No,,,Yes
199,"Sometimes skunks kill domestic animals.
",True,False,,,True
200,"How many subspecies of Red Fox are found in India?
",2,None. Red Fox are not native to India.,1,3,3
201,"Which of these coat colors is not found in wild Red Fox populations?
",Golden,Spotted,Red,Black,Black
202,"What is the top speed that the Red Fox can reach?
",25 mph,35 mph,45 mph,55 mph,45 mph
203,"Which of these are eaten by the Red Fox?
",Insects,worms,All of these,eggs,All of these
204,"How long is the Red Foxs lifespan in the wild?
",3 years,8 years,6 years,10 years,3 years
205,"Fox hunting was made illegal in the U.K. in 2005.
",True,False,,,True
206,"Do foxes hibernate in winter?
",Yes,No,,,No
207,"Approximately how long is a Red Foxs gestation period?
",89 days,55 days,40 days,34 days,55 days
208,"Is the Red Fox a protected species in most parts of the world?
",No,Yes,,,No
209,"What is an adult male rooster known as?
",Rooster,Buck,Hen,Foul,Rooster
210,"What is the word used for someone that is afraid of chickens?
",Xenophobic,Chickopobic,Alektorphobic,Avianphobic,Alektorphobic
211,"Which of the following is not a breed of chicken?
",Australorp,Cubalaya,Houdan,Chinese Crested,Chinese Crested
212,"The Silkie chicken is the newest known breed.
",False,True,,,False
213,"How many beats per minute does a chickens heart usually beat?
",100-234,147-189,280-315,95-124,280-315
214,"Which of the following color of egg is incorrect for a chicken egg?
",black,white,pink,blue,black
215,"All domestic chickens can be traced back to which bird?
",The Wild Turkey,The Macaw,The Red Jungle Fowl,The Amazon Rain Forest Chicken,The Red Jungle Fowl
216,"Which of the following characters is a chicken?
",Dori,Foghorn Leghorn,Daffy,Kermit,Foghorn Leghorn
217,"What is the average lifespan of a lion in the wild?
",6-9 years,20-24 years,10-14 years,15-20 years,10-14 years
218,"The lion is the largest member of the cat species.
",False,True,,,False
219,"Most lions only survive in Africa. But a population of the much endangered Asiatic lion lives in India. How many estimated lions live in India as of 2007?
",300,550,"1,500","3,000",300
220,"What is the average maximal speed a lion can reach?
",35 mph / 56 km/h,45 mph / 72 km/h,20 mph / 32 km/h,40 mph / 64 km/h,35 mph / 56 km/h
221,"Lions are inactive about 20 hours per day.
",False,True,,,True
222,"Approximately what amount of meat does an adult male lion鈥檚 diet require per day?
",10 lbs. (4.5 kg),5 lbs. (2.2 kg),15 lbs. (6.8 kg),25 lbs. (11 kg),15 lbs. (6.8 kg)
223,"Like most mammals lions can only breed with one male ensuring that the offspring belong to just one male.
",True,False,,,False
224,"Approximately how long is a lions gestation period?
",200 days,30 days,120 days,60 days,120 days
225,"Do white lions exsist in the wild?
",Yes,No,,,Yes
226,"All penguins are found exclusively in the Southern Hemisphere.
",True,False,,,True
227,"How many species of penguins live in warm or even tropical environments?
",0,3,2,4,4
228,"The larger the penguin species, the colder the region in which it is found.
",False,True,,,True
229,"Which of these is the largest species of penguins?
",King Penguin,Giant Penguin,Emperor Penguin,Royal Penguin,Emperor Penguin
230,"Fossil records have shown a species of giant penguin that once stood 4 feet high.
",False,True,,,False
231,"What does the word penguin mean?
",Fat,Black and White,Swimmer,Bird,Fat
232,"Large penguins can dive nearly 2,000 feet.
",True,False,,,True
233,"Which of these animals is NOT a natural predator of penguins?
",Leopard Seal,Polar Bear,Stellars Sea Eagle,Orca (Killer Whale),Polar Bear
234,"Penguins secrete salt from their nostrils.
",False,True,,,True
235,"Where can the polar bear be found?
",South Pole,Antartica,Arctic,All of these,Arctic
236,"Polar bears are among penguins鈥 most dangerous natural enemies.
",True,False,,,False
237,"What color is a polar bears skin?
",Black,White,Pink,Yellow,Black
238,"A polar bear has white fur.
",False,True,,,False
239,"Approximately how many wild polar bears are estimated to live across the Arctic?
","20,000","100,000","150,000","60,000","20,000"
240,"Can polar bears be other colors besides white?
",No,Yes,,,Yes
241,"According to Guinness Book of World Records, the heaviest wild bear was caught in 1960 and weighed 1,960 lbs (890 kg). What was its length?
","Over 11 feet (3,40 m) tall","Over 12 feet (3,70 m) tall","Over 9 feet (2,70 m) tall",Over 10 feet (3 m) tall,"Over 11 feet (3,40 m) tall"
242,"According to statistics from the past 3 decades of the 20th century, there is a significant drop in polar bears鈥 size.
",True,False,,,True
243,"A polar bear is used as the marketing icon for which of these popular products?
",Maytag Freezers,Hoods Ice Cream,Popsicles,Klondike Bars,Klondike Bars
244,"Brown Bear/polar bear hybrids occur naturally in the wild.
",True,False,,,True
245,"All dinosaurs were cold-blooded reptiles.
",True,False,,,False
246,"The smallest dinosaur known to science was the size of a chicken.
",True,False,,,True
247,"All birds are descendants of dinosaurs.
",True,False,,,True
248,"Pterodactyls were large flying dinosaurs.
",True,False,,,False
249,"Humans and human descendants hunted dinosaurs for food.
",False,True,,,False
250,"Some dinosaurs swam in the oceans.
",True,False,,,False
251,"Mammals lived alongside dinosaurs.
",False,True,,,True
252,"All dinosaurs died out due to a meteor hitting the Earth.
",True,False,,,False
253,"Tyrannosaurus Rex means Tyrant Lizard King.
",False,True,,,True
254,"The giant four-legged dinosaurs such as Apatosauras and Diplodocus are known as Theropods.
",False,True,,,False
255,"The Labrador breed comes in 3 different colors.
",True,False,,,True
256,"The Labrador Retriever is considered a medium-sized dog. How much does it weigh when fully grown?
",65 - 110 pounds,40 - 55 pounds,55 - 80 pounds,20 - 60 pounds,55 - 80 pounds
257,"What is the estimated average lifespan of a crocodile?
",80+ years,50+ years,90+ years,70+ years,70+ years
258,"On which of these continents can you find the Salt Water Crocodile?
",Africa,South America,Australia,North America,Australia
259,"In 2006, a crocodile housed at the Australia Zoo, was estimated to be 130 years old.
",False,True,,,True
260,"A crocodile bite strength is up to how many pounds psi (per square inch)?
",3000 psi,5000 psi,700 psi,1500 psi,3000 psi
261,"Crocodiles sex is determined by the temperature of their nest.
",True,False,,,True
262,"Which of these is NOT a species of crocodile?
",Nile Crocodile,Mugger Crocodile,American Crocodile,African Crocodile,African Crocodile
263,"According to data from the year 2001, crocodiles were the second leading cause of animal related death worldwide, second to venomous snakes.
",False,True,,,False
264,"What is the average incubation period of crocodile eggs?
",50 days,80 days,120 days,25 days,80 days
265,"Beavers are the second largest rodents in the world after which animal?
",Muskrat,Mountain Marmot,Capybara,Sea Otter,Capybara
266,"In Europe, the European Beaver (Castor fiber) was almost wiped out. It was driven to near extinction because of its fur and its scent gland that was used for medicinal purposes.
",True,False,,,True
267,"A beaver will build a dam even in dried up waterways if a recording of rushing water is played.
",False,True,,,True
268,"The North American Beaver is Canadas National symbol that adorns which Canadian coin?
",Penny,Nickle,Quarter,Dime,Nickle
269,"In the 17th century a ban was placed on eating meat during lent but the beaver meat was not included in that ban.
",True,False,,,True
270,"What is the gestation period of a beaver?
",2 months,3 months,6 months,4 months,4 months
271,"Can a beaver hold its breath underwater for more than 30 minutes?
",Yes,No,,,No
272,"Butterflies need the warmth of the sun in order to fly. They cannot possibly fly if the temperature is below this.
",60 F (16 C),80 F (27 C),70 F (21 C),50 F (10 C),50 F (10 C)
273,"You can kill a butterfly if you hold its wings.
",True,False,,,False
274,"Butterflies taste their food through this organ.
",The wings,Their faceted eyes,The proboscis,The legs,The legs
