,Questions,answer_A,answer_B,answer_C,answer_D,Correct_answer
28,"The word vampire is a very controversial one, when it comes to its etymology. There are many theories about its origin and meaning. According to one of these theories, vampire comes from the Magyar words vam, meaning blood, and pir. What does pir mean in Magyar?
",Blood,Animal,Human,Monster,Monster
29,"One of the most famous vampires is Dracula (some believe that he was the first vampire). In Romanian Dracul means either Dragon or Devil and therefore Dracula is translated as Son of the Dragon or Son of the Devil. Due to his favorite sadistic punishment, Vlad Dracula was nicknamed Tepes.  He preferred to kill those who opposed him in this manner.
",Hanging,Disembowelment,Impalement,Beheading,Impalement
30,"Vlad Tepes was one of the major allies of the Ottoman Empire, therefore Romania was never put under Ottoman rule.
",True,False,,,False
31,"Of course everybody knows about the Blood Vampires. They feed on the blood of their victims and prefer sucking it from the neck, the wrist or the groin. But there is another, less known, kind of vampires.  What do they feed on?
",Vegetables,Flesh,Brains,Aura,Aura
32,"Vampires are common to the folklore of many countries. The Civatateo is an Aztec vampire, created when a noblewoman died at childbirth. In aboriginal mythology, vampires had suckers on their fingers. What are the Yakshis (sort of Indian vampires) like?
",Beautiful women,Ugly Men,Wounded Wolves,Innocent Children,Beautiful women
33,"It is believed that you can stop a vampire, by throwing rice or marbles on the floor.
",False,True,,,True
34,"One of the most popular ways of killing a vampire (apart from the trivial sharp wooden stick in the heart), is to expose the creature to sunlight. However, there is a disease, that has similar symptoms. People who suffer from it are very sensitive to sunlight and avoid going out during the day. What is this horrible disease?
",Anemia,Scrapie,Influenza,Porphyria,Porphyria
35,"This woman was believed to be a vampire. She was obsessed with her beauty and youth, and slaughtered as many as six hundred innocent women in an attempt to maintain her vitality. Although her guilt has never been proven, she is still one of the most famous serial killers in Hungarian and Slovak history.
",Janos Benicka,Ilona Ujvary,Katarina Szentes,Elizabeth Bathory,Elizabeth Bathory
36,"Silver doesnt harm vampires.
",False,True,,,False
37,"Peter Kurten was called a vampire, because he consumed the blood of some of his victims. He was accused of nine murders and seven attempted murders and was sentenced to death. He was guillotined on 2 June 1932. What was his nationality?
",Briton,Romanian,Russian,German,German
38,"The great circle on the celestial sphere, midway between the celestial poles is called this.
",Equilibration,Equinity,Equilibria,Equinoctial,Equinoctial
39,"If I am famous for my steadiness of mind under stress, then I am famous for this.
",Equid,Equalization,Equanimity,Equalitarianism,Equanimity
40,"If a statement is ambiguous, it is said to be this.
",Equestrian,Equipoised,Equivocal,Equilateral,Equivocal
41,"One of the four pairs of words below contains two synonyms.
",Equal - Equivalent,Equipollent - Equipped,Equipotential - Equilateral,Equipage - Equipoise,Equal - Equivalent
42,"Do the words equivoke and equivoque mean the same?
",No,Yes,,,Yes
43,"Gilgamesh is a character from the Sumerian mythology.
",True,False,,,True
44,"Athena was the Greek equivalent of the goddess Minerva.
",True,False,,,True
45,"Nike was a goddess, who personified triumph and victory (Greek mythology). Ironically, she was paralyzed and could not move her legs.
",False,True,,,False
46,"Helicon is the name of an ancient lake, where the Muses were born.
",True,False,,,False
47,"Calliope was the muse for music.
",True,False,,,False
48,"Marduk was a Mesopotamian deity.
",False,True,,,True
49,"Svarog is the highest god of the pantheon (Slavic mythology) and the god of thunder and lightning.
",True,False,,,False
50,"The creature from Slavic mythology known as Zmey actually resembles a dragon.
",False,True,,,True
51,"Loki is the god of mischief of Norse mythology.
",True,False,,,True
52,"One of these words has mid-17th century Latin origins and is a synonym of the word, wavy.
",Unhair,Unialgal,Unduly,Undulate,Undulate
53,"Which of these definitions does not describe a present day meaning of the word sesquipedalian?
",Characterized by the use of long words,Having a lot of feet,Having many syllables,Large in length,Having a lot of feet
54,"The archaic word wittol, already out of use and found mostly in old books, stands for a person who is very wise.
",True,False,,,False
55,"Which of these words is used to describe something with a yellow color or tending toward a yellow color?
",Xeric,Xenolith,Xanadu,Xanthic,Xanthic
56,"The word 鈥減romiscuous鈥? is used in physical description to refer to someone with exclusive charm and sex appeal.
",False,True,,,False
57,"We all know purple and its numerous variations, but can you name the odd one in this synonymic order dedicated to the shade of purple?
",Lavender,Indigo,Amethyst,Wine,Indigo
58,"Having in mind the words meaning, does it  fit in the following analogy: Juvenile is to young as *geriatric* is to aged.
",No,Yes,,,Yes
59,"The amarok, which is typical for the mythology of the Eskimos, is what kind of an animal?
",whale,walrus,bear,wolf,wolf
60,"The banshee, a female spirit in Irish mythology, is known for doing what?
",Laughing,Stealing,Playing tricks,Wailing,Wailing
61,"The hippocampus, a mythical monster with the head of a horse and body of a fish, pulled the chariot of which god?
",Zeus,Poseidon,Mars,Neptune,Poseidon
62,"Anubis was the jackal-headed judge of the dead from what mythology?
",Egyptian,Aztec,Mesopotamian,Norse,Egyptian
63,"The Kraken from seafaring lore was a monster often described as what?
",Humpback whale,Giant jellyfish,Great White shark,Giant squid,Giant squid
64,"A brownie is a legendary elf popular in the folklore of which two countries?
",Germany  Austria,England  Scotland,Ireland  Wales,Denmark  Holland,England  Scotland
65,"A cuero is a mythical giant octopus of which continent?
",South America,Africa,North America,Europe,South America
66,"A dwarf is a little humanoid creature with a large head and a long beard, typical for what mythology?
",Cornish,Scottish,Celtic,Scandinavian,Scandinavian
67,"A ghul is an evil spirit encountered by travelers in what area of the world?
",Arabian Dessert,Scottish Highlands,Northern Africa,Australian Outback,Arabian Dessert
68,"The wodewose is a club-wielding ogre with green hair who suffers from what malady?
",He was mute,He was blind,He was lame,He was deaf,He was mute
69,"The gods Atum and Ra merged.  The dominant of the two was Ra.
",True,False,,,True
70,"Priests often wore a mask of this god during mummification ceremonies.
",Bastet,Hapy,Aten,Anubis,Anubis
71,"God Bes was depicted as this.
",Dwarf with lion and human features,Giant with dog and human features,Dwarf with dog and human features,Giant with lion and human features,Dwarf with lion and human features
72,"Osiris had an equivalent in Greek mythology.  Who was this counterpart of his?
",Herakles,Zeus,Hades,Hermes,Hades
73,"Tefnut had the body of a lioness.
",False,True,,,False
74,"The name of god Amen means this.
",The Wise One,The Stupid One,The Mighty One,The Hidden One,The Hidden One
75,"At first, there was only this god. He was the dark waters of chaos.
",Nun,Atum,Iris,Bes,Nun
76,"The word tycoon means a wealthy businessperson.  What language does it come from?
",Greek,Latin,Russian,Chinese,Chinese
77,"Apart from being the name of a well-known rock group, placebo also means an innocuous medicine, prescribed only for psychological effect over the patient or for experimentations. But what is its true meaning in Latin?
",Pleasure,Hypnotism,I shall please,Harmless,I shall please
78,"The original meaning of the word grotesque was very different from the one we know. What was it?
",Foolish,Big,Illiterate,Fantastic,Fantastic
79,"The Amazon estuary is truly magnificent. The word estuary comes from this language.
",Latin,Chinese,Spanish,Portuguese,Latin
80,"The word devil is derived from the Greek word diabolos. What does diabolos mean?
",Silly,Accuser,Offender,Insane,Accuser
81,"After a divorce, the court might order one of the sides to pay an alimony. What are the origins of the word alimony?
",Turkish,Greek,Latin,Japanese,Latin
82,"The Greek word kome means hair of the head. Which one of these words derives from it?
",Court,Coma,Comet,Comb,Comet
83,"The name of the flower dandelion comes from this language.
",Portuguese,Anglo-Saxon,French,Swedish,French
84,"A good sense of humor is highly valued everywhere. The original meaning of the word humor in Latin (more accurately umor) is this.
",State of mind,Body fluid,Good word usage,Good joke,Body fluid
85,"The word nice is very popular nowadays, but its original meaning in Latin is not as nice.
",Disobedient,Clumsy,Ignorant,Hideous,Ignorant
86,"The longest word in the English language is pneumonoultramicroscopicsilicovolcanoconiosis. It consists of 45 letters and stands for this.
",Part of an organ,Surgical operation,Disease,Medical device,Disease
87,"One of the following words is a synonym of the word cognoscente.
",Supervisor,Distributor,Philosopher,Connoisseur,Connoisseur
88,"The word razzmatazz means this.
",Ambiguous language,Gizmo,Knick-knack,Amulet,Ambiguous language
89,"A nap in the early afternoon is called by this word taken from Spanish.
",Enchilada,Taco,Arroyo,Siesta,Siesta
90,"Crwth is a fascinating word. It has no vowels. This is what it means.
",Tool,Musical instrument,Rulers title,Pot,Musical instrument
91,"The she-goat Amalthea, which nursed baby Zeus, is represented by what constellation?
",Hydra,Capricorn,Capra,Virgo,Capra
92,"This constellation was named after a Greek goddess. She was beautiful, but conceited. In order to punish her for that, Poseidon sent her figure to the skies upside down.
",Perseus,Aquila,Andromeda,Cassiopeia,Cassiopeia
93,"There are many myths about this constellation. The earliest one, however, comes from a Sumerian legend about a female dragon, who ruled over the primordial ocean before the creation. But new gods rebelled against her and sent her to the skies.
",Crux,Draco,Aquila,Cygnus,Draco
94,"Although it is a galaxy, the story about its creation is not less intriguing. Many legends associate its formation with milk spilled in one way or another. However, a Mesopotamian legend explains another thing. After the deluge the ark of Utnapishtim, the Sumerian Noah, was stuck on Mount Ararat. He then made a sacrifice to the gods and this galaxy was created out of the smoke of the fire.
",Aries,Draco,Ara,The Milky Way,The Milky Way
95,"This constellation was named after a creature from the Greek mythology which is a combination between a human and a horse. Such creatures were of violent nature but there was one exception - Chiron, who was the tutor of Hercules.
",Eridanus,Auriga,Delphinus,Centaur,Centaur
96,"This is a star group in Taurus. It was called after the seven daughters of the Titan Atlas and the Nymph Plieone - Alcyone, Maia, Electra, Merope, Taygeta, Celaeno, and Sterope.
",Gemini,Aries,Pleiades,Crux,Pleiades
97,"This constellation was named after a Greek hero who bragged to be the greatest hunter. Goddess Hera heard that and sent a scorpion after him to test his skills. The hero was stung to death by the scorpion. Zeus felt sorry and sent him to the sky.
",Sagitta,Cancer,Sirius,Orion,Orion
98,"This constellation is often associated with Ganymede, who was a beautiful Phrygian youngster. Jupiter once saw him, fell in love with the lad and came to the earth as a bird, which took him to the skies. Since then he has served as the cup bearer of the gods.
",Delphinus,Aquarius,Ara,Pisces,Aquarius
99,"This was the instrument that Orpheus played so well that his music enchanted even the wild beasts, the rocks, and the trees. After he lost his beloved one - Eurydice, Zeus placed Orpheuss musical instrument on the sky.
",Triangulum,Libra,Lyre,Sagitta,Lyre
100,"This constellation represents the twin brothers Castor and Pollux. They were born by one mother, Leda, but had different fathers. Leda got pregnant simultaneously by Jupiter and the king Tyndarus of Sparta. When Castor died, Pollux felt so sorry that he begged Jupiter to unite them again, so Jupiter reunited the brothers in the sky.
",Gemini,Puppis,Pleiades,Pisces,Gemini
101,"What does the verb to dub mean?
",To make a major mistake,To study hard as in an all- nighter,To give a name,To hit very hard on the head or neck,To give a name
102,"If you command a horse to gee, what do you expect him to do?
",Stop completely,Go back a few paces,Turn left,Turn right,Turn right
103,"If you put a hex on someone, what have you done?
",Curse that person to hell,Drown him or her as a witch.,Wish him or her good luck,Put him or her under a spell,Put him or her under a spell
104,"Which of the following terms means to search for fun?
",Dap,Vex,Gad,Gob,Gad
105,"What does to vex mean?
",To annoy,To hurry,To spin very fast,To curse,To annoy
106,"What does to sup refer to?
",Eat soup very nosily,Dine in elegance,Eat an evening meal,Eat like an animal,Eat an evening meal
107,"What does the verb hew mean?
",To cut,To fasten with glue or paste,To mend,To hollow out a log,To cut
108,"Which of the following terms means to recede?
",Lob,Orb,Gee,Ebb,Ebb
109,"What does to hie mean?
",To hurry,To fear,To stop,To type by touch,To hurry
110,"What is the meaning of the verb to jam?
",To interfer with a radio signal,To spread with a jelly-like substance,To soak flax prior to spinning,To unclog a bunch of logs in a stream,To interfer with a radio signal
111,"Which of the following fictional or legendary hybrids is not half-human?
",Merman,Asterius,Half-orc,Baku,Baku
112,"Which of the following is a legendary creature with a lion body and eagle head and wings?
",Basilisk,Mandrake,Arachne,Griffin,Griffin
113,"What is the name of the monstrous creature from Greek Mythology, that is the offspring of Typhon and Echidna?
",Chimera,Pegasus,Mermaid,Chiron,Chimera
114,"What kind of creature was the African mythological hybrid Jengu?
",A water spirit,An elf,A lizard,A monstrous insect,A water spirit
115,"This hybrid is an Egyptian sacred baboon with the head of a dog.
",Sphinx,Felinity,Reprobus,Cynocephalus,Cynocephalus
116,"What is the name of the legendary half-man and half-goat (or half-horse) creature often associated with male sexuality in Greek mythology?
",Praxiteles,Anubis,Pan,Satyr,Satyr
117,"The sphinxes, the popular legendary creatures of the Ancient Egyptians, could be depicted with three different heads. Which head that was not typical for the sphinx?
",Snake head,Ram head,Bird head,Human head,Snake head
118,"The legendary creature Peryton, that was said to come from the lost continent Atlantis, is a hybrid of what two animals?
",Stag and bird,Stag and snake,Horse and lizard,Bird and insect,Stag and bird
119,"Which of the following is an evil mythological hybrid of a woman and a bird?
",Ogress,Harpy,Trowe,Titan,Harpy
120,"The world sirena refers to this mythical or folklore hybrid of a woman and an animal?
",Mermaid,Grendel,Vampire,Manticore,Mermaid
121,"In which musical does Curly sing Surrey With the Fringe on Top to entice his girlfriend to accompany him to a party?
",Oklahoma,Will Rogers Follies,The Pajama Game,Sound of Music,Oklahoma
122,"The hit song If I Were a Rich Man, which reflected the dreams of a poor milkman, came from which musical of the 60s?
",Fiddler on the Roof,42nd Street,Chicago,Cats,Fiddler on the Roof
123,"All That Jazz is the opening number of which 1975 Bob Fosse musical?
",42nd Street,Chicago,Fiddler on the Roof,Cats,Chicago
124,"The moving song I Am What I Am is sung at the end of Act I of which Jerry Herman hit show?
",Hello Dolly,La Cage aux Folles,Damn Yankees,My Fair Lady,La Cage aux Folles
125,"Which musical of the 50s featured the song Some Enchanted Evening?
",Mame,Hello Dolly,South Pacific,George M.,South Pacific
126,"Whatever Lola Wants is performed by the sultry Lola trying to tempt a faithful husband in which  Bob Fosse show?
",Fosse,The Pajama Game,Chicago,Damn Yankees,Damn Yankees
127,"In which show does Eliza sing The Rain in Spain?
",My One and Only,Kismet,Kiss me Kate,My Fair Lady,My Fair Lady
128,"Fill in the blank with the correct word:
",,,,," would be as well to let it go, ___ too far out."
129,"te from A New Hope
",...,its,...,its,its
130,"The word catholic means the same whether capitalized or not.
",False,True,,,False
131,"Stationery means fixed, not moveable.
",True,False,,,False
132,"Stationary is fancy writing paper.
",False,True,,,False
133,"What is the meaning of the adverb altogether?
",Entirely,Near by,Unclothed,In the same place,Entirely
134,"What does the collocation all together mean?
",In the same place,Completely,The same as altogether,All told,In the same place
135,"What does the word principal mean?
",Origin,Main,Characteristic,Law,Main
136,"Is counsel the correct word for a group called together for a purpose?
",No,Yes,,,No
137,"Counsel is giving of advice.
",False,True,,,True
138,"These creatures ruled the world until they were overthrown by the Twelve Olympians, led by Zeus.
",Cyclopes,Titans,Animals,Humans,Titans
139,"Cronus learned he was destined to be overcome by his own son as he had overthrown his own father, thats why he wanted to kill Zeus.
",True,False,,,True
140,"The Cyclopes gave Zeus fire.
",True,False,,,False
141,"Hermes is the highest ranking and most powerful god in Greek mythology.
",True,False,,,False
142,"What was Rembrandts last name?
",Rembrandt is his last name,Van Dyke,Bosch,Van Rijn,Van Rijn
143,"What was the first name of Van Goghs brother?
",Theo,Pierre,Edward,Hans,Theo
144,"For which opera did Gershwin become posthumously famous?
",Rhapsody in Blue,An American in Paris,The Days Gone By,Porgy and Bess,Porgy and Bess
145,"The music for Swan Lake, one of the most critically-acclaimed ballets, was written by this composer.
",Aram Khachaturian,Pyotr Ilyich Tchaikovsky,Stern,Nikolai Rimsky-Korsakov,Pyotr Ilyich Tchaikovsky
146,"Violin virtuoso Itzach Perlman is a cousin of this entertainer.
",Neil Sedaka,Howie Mandel,Bob Dylan,Isaac Stern,Howie Mandel
147,"How many reeds does an oboe have?
",3,2,1,0,2
148,"In what country was composer and pianist, Frederic Chopin born?
",France,Poland,Switzerland,Belgium,Poland
149,"Which of the following is a type of plaster used to paint on?
",Obsidium,Obstantium,Gesso,Gelato,Gesso
150,"Which painter and founder of cubism would not divorce his first wife, Olga Khoklova, so she would not get half his wealth?
",Picasso,Klee,Cezanne,Remington,Picasso
151,"This photographer, who taught at MIT for 10 years, developed the Zone System.
",Minor White,Alfred Stieglitz,Paul Curtis,Barbara Morgan,Minor White
152,"Which of the following group of animals is not referred to as a herd?
",Rhinoceroses,Boars,Chinchillas,Walruses,Rhinoceroses
153,"Which prefix means under?
",Supra-,Sub-,Un-,Super-,Sub-
154,"Which suffix means fear?
",-itis,-phobia,-philia,-mony,-phobia
155,"Which prefix means within?
",intra-,inter-,pseudo-,hemi-,intra-
156,"When prefix means high?
",Apo-,Peri-,Alti-,Pleo-,Alti-
157,"All but one of the following suffixes changes the word from an adjective or a verb into a noun.  Which is the odd one?
",-ous,-ion,-ity,-ness,-ous
158,"Which suffix means foot?
",-morph,-flex,-pus,-fer,-pus
159,"Which suffix means one who?
",-able,-ship,-ous,-er,-er
160,"Which prefix means across a distance?
",TELE-,PALEO-,PHILO-,PROTO-,TELE-
161,"Which of the following prefixes does not mean not?
",A-,In-,Non-,Pan,Pan
162,"Which prefix means together?
",CO-,PROTO-,SOLI-,HETERO-,CO-
163,"Freya was the goddess of this.
",Poetry,The flowers,Love and beauty,Old age and madness,Love and beauty
164,"There were two major clans of Norse gods - Vanir and 苨ir.
",False,True,,,True
165,"Odins favorite pets were these creatures.
",Ravens,Bats,Hawks,Snakes,Ravens
166,"What did god Tyr sacrifice in order to bind the evil Fenris wolf?
",His hand,His eye,His head,His leg,His hand
167,"Which of the following gods was famous for his talent to quickly transform his appearance?
",Fenrir,Loki,Asgard,Hel,Loki
168,"God Ori was a giant.
",False,True,,,False
169,"Goddess Skadi was not permitted to look at the gods faces, while choosing her husband among them.
",True,False,,,True
170,"Norse mythology associates the aurora with this beautiful goddess.
",Frigg,Freya,Elli,Eir,Freya
171,"He was the first man, according to Norse mythology.
",Annar,Ask,Arvak,Aud,Ask
172,"In what movie does a character say,  Yo, Adrian.?
",The Godfather,Rocky,"New York, New York",On the Waterfront,Rocky
173,"Yo-Yo Ma is considered by most to be the best musician in the world to play this instrument. Yo-Yo Mas nickname for his instrument is Petunia. What type of instrument is Petunia?
",Classical Guitar,Flute,Violin,Cello,Cello
174,"If a person is downright, then he is this.
",Candid,Cordial,Gentle,Compassionate,Candid
175,"A playwright is someone who writes for the theatre. One of the following famous Greeks was not a playwright.
",Aeschylus,Sophocles,Aristophanes,Tyrtaeus,Tyrtaeus
176,"One of these is not a spright.
",A dwarf.,A specter or ghost.,An elflike person.,A soul.,A dwarf.
177,"If he denied the charges outright, then his denial cannot be described as this.
",Open,Complete,Immediate,Kind,Kind
178,"In the UK one of these parties is not considered right-winged.
",United Kingdom Independence Party,Scottish National Party,Conservative Party,Democratic Unionist Party,Scottish National Party
179,"Dexter from Dexters Lab was right-handed.
",True,False,,,False
180,"Which of these languages is not an official national language in a South American country?
",English,Dutch,German,Guarani,German
181,"What language has the most native speakers in the world?
",English,Spanish,Arabic,Mandarin,Mandarin
182,"What movie features an actor speaking one of the Khoisan languages of southwestern Africa, which have a range of click sounds (sounds which are not found outside this region)?
",A Dry White Season,The Gods Must Be Crazy,Cry Freedom,Hotel Rwanda,The Gods Must Be Crazy
183,"The largest language family (a group of historically related languages) is the Indo-European family, which includes well-known European languages such as English, French and Russian. Which of the following languages is NOT a member of this family?
",Hindi,Hebrew,Armenian,Kurdish,Hebrew
184,"What European language is not related to any other language in the world?
",English,Greek,Hungarian,Basque,Basque
185,"The Romance languages are all descended from Latin, and form a branch of the Indo-European family. It is common knowledge that languages such as French, Spanish, Italian and Portuguese are related and are Romance languages. There is another major European language which is also a member of this branch. What is it?
",Romanian,Irish,Hungarian,Bulgarian,Romanian
186,"The Chinese language is related to Japanese.
",False,True,,,False
187,"What language has contributed the following words to the English language: ketchup, gong, orangutan, amok, bamboo, cockatoo, mango, paddy, gingham, compound (as in military compound) and cooties?
",Portuguese,Chinese,Malay,Hindi,Malay
188,"What language has contributed the following words to English: bungalow, jungle, thug, khaki, cot, loot, sentry, shampoo, and bangle?
",Portuguese,Chinese,Malay,Hindi,Hindi
189,"The nation of Singapore has four official languages. However, all education is conducted in this language, by law.
",Tamil,Malay,Chinese,English,English
190,"Zeus, Hades, and Poseidon are brothers.
",False,True,,,True
191,"Which goddess was Apollos sister?
",Athena,Hestia,Hera,Artemis,Artemis
192,"Zeus was married to this goddess.
",Athena,Hestia,Hera,Demeter,Hera
193,"Hades is considered one of the Twelve Olympians.
",Yes,No,,,No
194,"What is the name of the daughter of the goddess, Demeter?
",Aphrodite,Hestia,Luna,Persephone,Persephone
195,"What is the name of the 3 headed dog that guards the Underworld?
",Romulus,Cerberus,Grendel,Remus,Cerberus
196,"The city of Athens was almost named after Poseidon, rather than Athena.
",True,False,,,True
197,"Hermes is the Greek god of shepards, land travel, weights and measures, oratory, literature, merchants and athletics. His Roman equivalent however, is usually considered to be just the god of trade, profit and travel. Who is the Roman god in question?
",Mercury,Juno,Saturn,Mars,Mercury
198,"Dionysus is the Greek god of wine. Who is the Roman god of wine?
",Mars,Cacius,Aurora,Bacchus,Bacchus
199,"Cupid is the Roman counterpart of Aphrodite, the Greek goddess of love.
",True,False,,,False
200,"Hephaestus is the Greek God of fire and the patron of blacksmiths. Who is the Roman god of fire and craftsmanship?
",Vulcan,Vitrus,Spock,Theia,Vulcan
201,"The Greek goddess of flowers is Chloris. Who is the Roman goddess of flowers, the personification of spring?
",Diana,Flora,Fauna,Gaia,Flora
202,"Poseidon, the Greek god of the sea, was very popular and powerful among Greek sailors. His Roman equivalent was inferior in power and popularity. Who was the Roman god of the sea?
",Orion,Neptune,Mars,Saturn,Neptune
203,"Hades, the Greek god of the Underworld, is known as Pluto in Roman mythology.
",False,True,,,True
204,"Eros is the Greek personification of the dawn and his siblings are the sun (Helios) and the moon (Selene). Who is the Roman personification of the dawn, whose siblings are Sol (sun) and Luna (moon).
",Aurora,Gaia,Celeste,Hestasia,Aurora
205,"Which one of these words means sooty or murky; having a dark or dusky color?
",Fuliginous,Inkhorn,Somnolent,Alfresco,Fuliginous
206,"Hemidemisemiquaver is a musical time meaning 1/64 of a note.
",False,True,,,True
207,"Which word means a group of unofficial often secret and scheming advisers?
",Pratfall,Estival,Xeriscape,Camarilla,Camarilla
208,"The word thimblerig means to play by the rules, to be fair.
",True,False,,,False
209,"What word means to be not reputable or decent?
",Louche,Jocose,Prehensile,Demulcent,Louche
210,"Prothalamion is a funeral song.
",False,True,,,False
211,"What word means melancholy, gloomy, or having a peevish temperament?
",Wimple,Golconda,Askew,Atrabilious,Atrabilious
212,"Aparatchik is a blindly devoted official, follower or member of an organization.
",False,True,,,True
213,"What word means a defamatory falsehood published for political effect?
",Roorback,Anabasis,Roister,Cineast,Roorback
214,"The word henotheism means denial of the existence of gods other than ones own.
",False,True,,,False
215,"It is estimated that this country has more English speakers than the United States.
",India,Japan,China,UK,China
216,"The Mazateco language is the native language of the Mazatec peoples of Oaxaca, Mexico. Besides by words, messages in this language can be conveyed by what other means?
",By clicking ones tongue,By tramping,By whistling,By singing,By whistling
217,"The creator of the most widely used constructed international language, Esperanto, philologist L. L. Zamenhof, had what other profession?
",Psychologist,Librarian,Ophthalmologist,Cook,Ophthalmologist
218,"Which of the following languages does not use a definite article?
",German,French,Modern Greek,Russian,Russian
219,"In which country should you be careful with any objects labelled gift (when the word is used as a noun)?
",Finland,Germany,Sweden,Norway,Germany
220,"Which of these words begins with one and the same sound in a great percentage of the languages in the world?
",Bread,Smile,Mother,Love,Mother
221,"Which is the only South American country that uses English as its official language?
",Brazil,Ecuador,Guyana,Suriname,Guyana
222,"Most of the traditional Indo-European languages capitalise I, the pronoun denoting the first person singular.
",False,True,,,False
223,"Which is the common official language of Austria, Liechtenstein, and Switzerland?
",German,English,Swedish,French,German
224,"What is the country with the greatest number of official languages?
",India,South Africa,USA,China,India
225,"Which Broadway show features the character of Billy Bigelow as the male lead?
",Carousel,South Pacific,A Chorus Line,Oklahoma,Carousel
226,"Which Rogers and Hammerstein musical features the comic character Ado Annie?
",Carousel,MAME,Barnum,Oklahoma,Oklahoma
227,"The character of Professor Harold Hill was created by composer Meredith Willson for which musical about Mid-West small town life in the turn of the 20th century?
",Kiss Me Kate,The Music Man,Guys and Dolls,Life on the Mississippi,The Music Man
228,"Carrie Pepperidge is the comic relief in which Rogers and Hammerstein show?
",Hello Dolly,Mame,Carousel,Oklahoma,Carousel
229,"Shoeless Joe Hardy sold his soul to the devil in which 50s musical revised in the 1990s?
",Damn Yankees,The Redhead,Candide,Annie Get Your Gun,Damn Yankees
230,"Charlemange of the Holy Roman Empire was a character in which Fosse musical?
",Pippin,Spamalot,Camelot,A Little Night Music,Pippin
231,"Marian the Librarian is the main love interest in which show?
",Chicago,Me and My Girl,The Music Man,The Will Rogers Follies,The Music Man
232,"Sportin Life is the likable villain in which Gershwin show?
",Porgy and Bess,West Side Story,Big River,Showboat,Porgy and Bess
